"","ResponseIndex","TaxonID.x","class.x","scientificName.x","documentType.x","urls.x","Response","Document/Response Validated?","Threats Listed?","documentKey","humanAnnotator","TaxonID.y","class.y","scientificName.y","documentType.y","urls.y","NOTES","Residential & Commerial Development","Agriculture & Aquaculture","Energy Producting & Mining","Transportation & Service Corridors","Biological Resource Use","Human Intrusions & Disturbance","Natural System Modifcations","Invasive & Other Problematic Species & Genes","Pollution","Geological Events","Climate Change & Severe Weather","Limiting/Intrinsic Population Factors","DISEASE?"
"23",373,8284,"Malacostraca","Pacifastacus fortis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/9351.pdf","The identified threats for Pacifastacus fortis, as detailed in the valuable information provided, encompass a variety of factors. These include:

1. **Non-native Crayfish**: Specifically, the expansion of signal crayfish (Pacifastacus leniusculus) and northern crayfish (Faxonius virilis) into the range of Shasta crayfish, posing significant threats through predation and competition. The signal crayfish, in particular, noted for its larger size, aggressive nature, and higher fecundity, has become a dominant competitor throughout the Shasta crayfish range.

2. **Hydroelectric Projects**: The development of hydroelectric generation facilities and associated infrastructure has led to habitat loss and alteration, significantly impacting Shasta crayfish populations by creating physical barriers and modifying stream flows.

3. **Agricultural and Residential Development**: This includes impacts from water diversion and impoundment projects that have led to habitat loss and alteration. While certain specific impacts from development were considered no longer significant threats as of the last review, the overall habitat modification from these activities remains a concern.

4. **Water Pollution**: Degradation of water quality from various sources, including possibly increased pollution levels related to development and agricultural activities, poses a threat to the highly specialized habitat requirements of the Shasta crayfish.

5. **Crayfishing**: Initially predicted to be a minor threat at the time of listing, subsequent reviews found no data to support crayfishing as a current threat. This indicates that while direct human harvesting might not pose an immediate concern, earlier assessments considered it a potential risk.

6. **Environmental Factors Influenced by Human Activities**: This includes maintenance and operational activities associated with hatchery management, restoration, and improvement of wild trout habitat as additional pressures that may influence the species' survival.

7. **Climate Change**: The vulnerability of Shasta crayfish to climate change is highlighted by their requirement for cold, slow-moving, spring-fed waters. Predicted changes, such as temperature increases and altered precipitation patterns, could further reduce water quality and availability in their specialized habitat.

8. **Low Genetic Diversity and Population Fragmentation**: Small population size and increased habitat fragmentation heighten the species' vulnerability to genetic bottlenecks, stochastic events, and reduced capacity for recolonization.

9. **Poor Water Quality from Flushing Flows**: Flushing flow requirements aimed at controlling aquatic vegetation in certain areas have been found to negatively impact the Shasta crayfish by reducing cold-water habitat quality.

These threats are multifaceted and interconnected, often exacerbating each other. Efforts to mitigate these threats include habitat restoration, translocations to predator-free refugia, captive propagation, and ongoing conservation efforts, signifying a comprehensive approach to preserving Pacifastacus fortis.",TRUE,NA,"8284ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/9351.pdf","Vaughn",8284,"Malacostraca","Pacifastacus fortis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/9351.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",408,2319,"Insecta","Elaphrus viridis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3247.pdf","The identified threats for the Delta Green Ground Beetle (Elaphrus viridis) include:

1. **Small Population Size and Limited Range**: The beetle's known occurrences are limited, making it vulnerable to extinction due to stochastic events or changes in the environment.

2. **Modification or Elimination of Vernal Pools Due to Agricultural Development**: Vernal pools, essential for the beetle's lifecycle, are threatened by agricultural development that can lead to the elimination or degradation of these habitats.

3. **Invasion of Non-native Species**: The presence and proliferation of invasive and non-native plant species can alter the beetle's habitat, making it unsuitable for its survival.

4. **Climate Change**: Changes in climate patterns can impact the seasonal dynamics of vernal pools and associated upland habitats, potentially affecting the beetle's lifecycle and habitat availability.

5. **Potential Wastewater Sludge Application**: Though there's no current evidence of impact, the application of wastewater sludge was considered a potential threat in previous assessments, possibly due to concerns over habitat contamination or alteration.

6. **Utility Maintenance and Repair**: Activities related to the maintenance and repair of utility infrastructures could lead to direct habitat destruction or degradation.

7. **Highway Expansion and Potential Future Development Projects**: These activities pose a risk to the beetle's habitat through direct destruction or fragmentation, although mitigation measures have been put in place for certain projects.

8. **Illegal Trespass and Dumping of Trash on Conservation Properties**: Such activities can directly damage habitat quality and pose additional threats to the beetle's survival.

Conservation efforts and habitat preservation have addressed some threats, notably by protecting land through conservation easements and management plans. However, several known occurrences of the beetle are not yet protected, and ongoing and future threats necessitate continued and enhanced conservation actions. The establishment of a recovery implementation team, continued habitat management, captive breeding research, and additional ecological studies are recommended for the beetle's recovery and conservation.",TRUE,NA,"2319ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3247.pdf","Ann Marie",2319,"Insecta","Elaphrus viridis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3247.pdf","",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"25",409,2319,"Insecta","Elaphrus viridis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1327.pdf","Based on the provided information, the identified threats for the Delta Green Ground Beetle (Elaphrus viridis) can be summarized as follows:

1. **Habitat Destruction and Modification (Factor A):** The primary identified threat to the Delta Green Ground Beetle is the destruction, modification, or curtailment of its habitat, especially due to urban development, agriculture, and invasive species. The beetle's habitat is largely restricted to vernal pools, which are themselves threatened ecosystems. Although some habitats are protected within preserves, conservation easements, and conservation banks, there's still a significant portion of the beetle's known occurrences on unprotected private lands, including areas not surveyed and, thus, remain unprotected.

2. **Degradation of Habitat by Invasive Plants (Factor A):** The invasion of non-native plants into the beetle's habitat is a significant concern, as these invasive species can change the character of vernal pools, potentially making them unsuitable for the beetle. Management plans that address grazing practices, controlled burns, and the application of herbicides to control invasive plants partially address this threat.

3. **Lack of Comprehensive Management Plans:** Although management plans exist for certain areas, consistent and comprehensive management across all known and potential habitats of the Delta Green Ground Beetle is necessary to ensure the preservation of its habitat and to facilitate population viability.

4. **Insufficient Research and Data:** A major obstacle to the beetle's conservation is the lack of detailed understanding of its life cycle, habitat preferences, and population dynamics. There is a need for ongoing research into the biology and ecology of the beetle, including mortality rates, productivity, dispersal mechanisms, and preferred habitat conditions.

5. **Lack of Coordinated Conservation Efforts:** The need for a recovery implementation team to oversee recovery actions and the formation of multiple working groups at the vernal pool region level indicates a requirement for more coordinated efforts in conservation actions, outreach programs, and stakeholder involvement.

6. **Climate and Environmental Factors:** Although not explicitly mentioned as a primary threat, the beetle's reliance on vernal pool habitats suggests that changes in climate, rainfall patterns, and hydrology could impact its survival indirectly by affecting the vernal pool ecosystems.

These threats encompass several factors under the Endangered Species Act, primarily Factor A (destruction, modification, or curtailment of its habitat or range). The Recovery Plan notes that while overutilization for commercial, recreational, scientific, or educational purposes (Factor B) and other man-made or natural factors (Factor E) were not identified as threats in the listing rule, they are considered due to information gained subsequent to the listing of the species. There is no mention of disease or predation (Factor C) or the inadequacy of existing regulatory mechanisms (Factor D) as direct threats in the provided excerpt.",TRUE,NA,"2319ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1327.pdf","Jayme",2319,"Insecta","Elaphrus viridis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1327.pdf","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"26",419,3057,"Insecta","Optioservus phaeus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/169759","The identified threats for **Optioservus phaeus**, the Scott Riffle Beetle, as detailed in the Species Status Assessment Report, include:

1. **Groundwater Depletion**: The primary future threat is groundwater depletion affecting the spring ecosystem integral for the beetle's larval and adult survival stages. This threat is exacerbated by ongoing groundwater withdrawals from the High Plains Aquifer, with depletion and recharge rates influenced by regional water usage and climate change.

2. **Anthropogenic Activities**: While currently minimal due to protective measures at Big Spring, potential human-induced stressors include surface water contamination, habitat destruction, substrate removal, or the introduction of invasive species. These activities could severely impact the beetle's habitat if not properly managed.

3. **Lack of Redundancy**: The beetle's existence is known only from a single location, Big Spring at Historic Lake Scott State Park. This lack of multiple populations reduces its ability to withstand catastrophic events, making the species particularly vulnerable to extinction.

4. **Limited Genetic Diversity and Representation**: With only one population residing in a unique ecological niche and unknown genetic diversity, the beetle's ability to adapt to changing environmental conditions or genetic challenges is severely limited.

5. **Climate Change**: Although not directly mentioned as a current threat, the implications of climate change on regional groundwater recharge rates, freshwater ecosystems, and altered precipitation patterns could further compromise the beetle's habitat and survival probabilities.

6. **Potential and Current Conservation Efforts**: The management plan by KDWPT aims to mitigate many potential risks but may not sufficiently address the risk of groundwater discharge reduction due to regional water usage. 

To summarize, the primary threats to the viability of **Optioservus phaeus** include critical groundwater depletion, limited habitat protection against anthropogenic threats, inadequacy in redundancy and representation due to the species' highly restricted distribution, and unaddressed factors such as climate change that could exacerbate these vulnerabilities.",TRUE,NA,"3057SpeciesStatusAssessmentURLshttps://ecos.fws.gov/ServCat/DownloadFile/169759","Vaughn",3057,"Insecta","Optioservus phaeus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/169759","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"27",434,212,"Insecta","Drosophila aglaia","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2006.pdf","Based on the comprehensive text provided, the identified threats to **Drosophila aglaia**, a species of picture-wing fly endemic to Oahu, Hawaii, include:

1. **Habitat Degradation and Fragmentation**: 
   - This threat encompasses the ongoing degradation of suitable habitats for both D. aglaia and its host plant, Urera glabra. The fragmentation and alteration of these habitats are primarily due to human activities and the invasion of non-native species.

2. **Invasive Species**:
   - Feral ungulates such as pigs and goats, which cause destruction to the natural habitat of D. aglaia and its host plant through grazing and physical habitat alteration.
   - Non-native insect species like yellowjackets and tipulids, along with rats that may compete with or directly threaten D. aglaia through predation or habitat alteration.
   - Invasive plant species, particularly Psidium cattleianum and Clidemia hirta, which outcompete native species essential for D. aglaia’s survival. The spread of Melinis minutiflora, a highly flammable grass, increases the risk of wildfires that can destroy the forests D. aglaia calls home.

3. **Wildfires**:
   - Increased risk of wildfires, exacerbated by the presence and spread of invasive grass species like Melinis minutiflora, poses a significant threat to D. aglaia’s habitat. Fires can quickly destroy large areas of forest, particularly affecting species with limited distribution and specialized habitat requirements.

4. **Need for Management and Conservation Actions**:
   - There's a pressing need for effective management of lands designated as Critical Habitat and supports suitable habitat for D. aglaia. Such management should focus on control measures for feral ungulates and invasive plant species, as well as restoration efforts to enrich the habitat with a range of age classes of the host plant, Urera glabra.

5. **Lack of Recovery Plan Implementation**:
   - Although conservation measures and regulatory mechanisms are acknowledged, the text implies a need for more effective and implemented recovery plans that address the species' current status, threats, and habitats' ecological integrity directly.",TRUE,NA,"212ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2006.pdf","Vaughn",212,"Insecta","Drosophila aglaia","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2006.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",442,937,"Insecta","Drosophila sharpi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3796.pdf","The identified threats to Drosophila sharpi as provided in the text are as follows:

1. **Ungulate Degradation of Habitat**: This includes the negative impact of ungulates (hoofed mammals) trampling and eating vegetation that constitutes the habitat of Drosophila sharpi.

2. **Ecosystem Altering Invasive Plant Species Degradation of Habitat**: The invasion of non-native plant species that alter the natural ecosystem, making it unsuitable for native species like Drosophila sharpi.

3. **Hurricane Destruction and Degradation of Habitat**: The physical destruction and long-term ecological changes to habitats caused by hurricanes, which can dramatically affect the populations of Drosophila sharpi.

4. **Climate Change Degradation or Loss of Habitat**: The broad and potentially profound changes to the environment due to climate change, affecting habitat availability and suitability for Drosophila sharpi.

5. **Ungulate Predation or Herbivory**: The direct feeding on Drosophila sharpi or its habitat by ungulates.

6. **Inadequacy of Existing Regulatory Mechanisms - Lack of Adequate Hunting Regulations**: The insufficiency of legal frameworks to control ungulate populations through hunting or other means, allowing their unchecked impact on Drosophila sharpi’s habitat.

7. **Invasive Species - Established Invasive Plant Species Competition**: The challenge posed by established invasive plants outcompeting the native plants vital for Drosophila sharpi’s survival.

8. **Fire Loss or Degradation of Habitat**: Habitat loss or alteration due to wildfires, which can destroy the vegetation necessary for Drosophila sharpi’s survival.

9. **Stochastic Events**: The risk of random, unpredictable events that can have devastating effects on small populations, such as disease outbreaks, which can greatly reduce the number of Drosophila sharpi.

10. **Loss of Mutualists - Pollinators**: The decline or loss of pollinator species that are necessary for the reproduction of the plants Drosophila sharpi depends on.

These threats highlight the critical challenges facing the conservation of Drosophila sharpi, necessitating comprehensive management and recovery efforts to mitigate these risks.",TRUE,NA,"937ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3796.pdf","Vaughn",937,"Insecta","Drosophila sharpi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3796.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",454,7175,"Insecta","Stygoparnus comalensis","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/78/63100?link-type=pdf","and detritus (decomposed plant material).

Unit 3 contains Fern Bank Springs and consists of 15 acres (6 hectares) of subsurface and 1.4 acres (0.56 hectares) of surface critical habitat for the Comal Springs dryopid beetle (Table 2). This unit was occupied at the time of listing and is still occupied by the Comal Springs dryopid beetle (Table 1).

The Fern Bank Springs Unit is on private land in Hays County, Texas. The property is primarily undeveloped, with natural spring runs and subsurface aquifer features essential for the dryopid beetle's survival. The spring and surrounding habitat are located near the Blanco River but are distinct from it, providing a unique aquatic ecosystem for the dryopid beetle.

This unit contains all of the essential physical and biological features for the Comal Springs dryopid beetle. The physical or biological features in this unit require special management because of potential threats including depletion of spring flow from water withdrawals, pesticide application throughout the watershed, and excavation and construction activities surrounding the springs and within the watershed. 

Special management considerations or protections are required to address these threats and ensure the conservation of the species and the integrity of its habitat.",TRUE,NA,"7175CriticalHabitatDesignationURLshttps://www.govinfo.gov/link/fr/78/63100?link-type=pdf","Vaughn",7175,"Insecta","Stygoparnus comalensis","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/78/63100?link-type=pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",455,3403,"Insecta","Heterelmis comalensis","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/78/63100?link-type=pdf","and detritus (decomposed plant material).

Unit 3 contains Fern Bank Springs and consists of 15 ac (6 ha) of subsurface and 1.4 ac (0.56 ha) of surface critical habitat for the Comal Springs dryopid beetle (Table 2). This unit was occupied at the time of listing and is still occupied by the Comal Springs dryopid beetle (Table 1).

The Fern Bank Springs Unit is on private land in Hays County, Texas. The property is undeveloped and is located approximately 1.5 miles southeast of the confluence of the Blanco River with the San Marcos River. The spring system occurs as a series of spring outlets along a bluff overlooking the Blanco River. The majority of the area surrounding the spring outlets is covered with Ashe juniper, Texas oak, and other native vegetation.

This unit contains all of the essential physical and biological features for this species. The physical or biological features in this unit require special management because of the potential for depletion of spring flow from water withdrawals, hazardous materials spills from a variety of sources in the watershed, pesticide use throughout the watershed, excavation and construction surrounding the springs and in the watershed, stormwater pollutants in the watershed, and invasive species impacts on the surface habitat.

Unit 4: San Marcos Springs

The purpose of this unit is to independently support a population of Comal Springs riffle beetle in a functioning spring system with associated streams that provide suitable water quality, supply, and detritus (decomposed plant material).

Unit 4 contains San Marcos Springs and consists of 16 ac (6 ha) of surface critical habitat for the Comal Springs riffle beetle (Table 3). This unit was occupied at the time of listing and is still occupied by the Comal Springs riffle beetle (Table 1).

San Marcos Springs Unit is owned by the State of Texas and is located in Hays County, Texas. The spring system primarily occurs as a series of spring outlets that feed into Spring Lake, which is managed by Texas State University as part of the Meadows Center for Water and the Environment. The area surrounding Spring Lake is developed and includes university facilities, parkland, and a residential area. 

This unit contains all of the essential physical and biological features for this species. The physical or biological features in this unit require special management because of the potential for depletion of spring flow from water withdrawals, hazardous materials spills from a variety of sources in the watershed, pesticide use throughout the watershed, and excavation and construction surrounding the springs and in the watershed.",TRUE,NA,"3403CriticalHabitatDesignationURLshttps://www.govinfo.gov/link/fr/78/63100?link-type=pdf","Ann Marie",3403,"Insecta","Heterelmis comalensis","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/78/63100?link-type=pdf","Primary threat is potential failure of spring flow due to drought or groundwater pumping.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"31",457,2806,"Gastropoda","Pyrgulopsis neomexicana","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3018.pdf","The identified threats for *Pyrgulopsis neomexicana* (Socorro Springsnail) as per the given text are:

1. **Lack of Access to Torreon Spring**: The inability to access the species' habitat due to it being located on private land without a cooperative agreement with the landowner jeopardizes the capacity to monitor and protect the species (Factor A, Factor D).

2. **Climate and Hydrologic Change**: Predictions of warmer temperatures and unpredictable precipitation patterns due to anthropogenic climate change may affect water temperature and availability in Torreon Spring, the sole habitat of the species. Changes in local hydrology could impact water flow and availability, critically affecting the snail's survival (Factor A, Factor E).

3. **Other Threats**: The potential introduction of exotic aquatic species could pose threats through predation or competition. Moreover, while the species' extreme rarity makes it a possible target for collectors, actual risk from collection is considered unlikely due to restricted access to the property (Factor B, Factor C, Factor E).

These threats are underpinned by the species' narrow geographic range and complete dependence on a specific water source, which leaves it highly vulnerable to extinction without the ability for natural relocation or adaptation to changing environmental conditions.",TRUE,NA,"2806ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3018.pdf","Jayme",2806,"Gastropoda","Pyrgulopsis neomexicana","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3018.pdf","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"32",469,66,"Insecta","Nicrophorus americanus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/165011","The identified threats for **Nicrophorus americanus** (American Burying Beetle) according to the Species Status Assessment Report are primarily:

1. **Habitat Impacts Due to Land Use:** Land use changes, including agricultural activities, urban expansion, conversion of grassland/pasture to cropland, and possibly the lack of specific management for the species and the absence of new protected lands, have been identified as major risk factors affecting the species' habitat and population over time. These impacts are considered to lead to habitat loss or alteration which in turn affects the beetle's population size and distribution.

2. **Effects Related to Climate Change:** The assessment highlights potential scenarios under different climate change emissions scenarios (RCP 4.5 and RCP 8.5) that predict significant impacts on the species' viability due to climatic conditions altering their habitat and the availability of resources such as appropriate carrion size for reproduction. It indicates that with moderate to high emissions scenarios, southern populations could be extirpated between 2040-2069, with northern populations potentially following by 2070-2099. Changes in temperature, climate conditions, and increased risk of droughts are specific concerns.

Other important factors, which while not the largest risks, are critical to consider and are directly or indirectly influenced by habitat alteration or climate change include:
- **Availability of appropriate-sized carrion for reproduction**
- **Soil moisture**, which can be affected by changes in climate and habitat alteration.
  
These threats collectively contribute to reduced resilience, redundancy, and representation of the species across its range, potentially leading to its further decline or extirpation in various areas. The viability of **Nicrophorus americanus** is considered very low under high emission climate change scenarios, with a significant portion of its range and populations at risk of being lost.",TRUE,NA,"66SpeciesStatusAssessmentURLshttps://ecos.fws.gov/ServCat/DownloadFile/165011","Ann Marie",66,"Insecta","Nicrophorus americanus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/165011","Mentioned many likely threats (all marked true), but decrease in prey and habitat modification were the major things",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"33",471,66,"Insecta","Nicrophorus americanus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/165011","Based on the provided sections of the Species Status Assessment (SSA) Report for the American Burying Beetle (Nicrophorus americanus), the identified threats to its future viability primarily include:

1. **Habitat Impacts due to Land Use Changes**: Changes in land use, such as agricultural expansion, urban development, and management practices, pose substantial threats to the American Burying Beetle's habitat. This includes both direct habitat destruction and fragmentation, which can isolate populations, reduce the availability of suitable carrion (their food source), and overall, decrease habitat quality necessary for their survival and reproduction.

2. **Climate Change Effects**: The impacts of climate change on the American Burying Beetle are identified as critical threats to its long-term viability. Climate change can exacerbate habitat loss and alter the conditions within their remaining habitats to the point they might no longer be viable for the species. Different climate change scenarios, including moderate and high emissions scenarios (represented by RCP 4.5 and RCP 8.5), forecast a range of impacts. The potential consequences include increased risk of extinction in certain areas, alterations in ecological dynamics that affect their carrion resources, indirect effects from changes in vegetation due to climate change, and increased vulnerability to extreme weather events like droughts.

These threats directly impact the three key parameters essential for the beetle's long-term viability: 
- **Resiliency** (the size and health of populations to withstand stochastic events),
- **Representation** (the genetic and ecological diversity necessary for the species to adapt over time),
- **Redundancy** (the number and distribution of populations across its range to withstand catastrophic events).

Both habitat changes due to land use and climate change can decrease the beetle's resiliency by making their environments uninhabitable or too fragmented to support viable populations. Additionally, these threats reduce the species' representation by limiting its genetic diversity and ecological adaptability. Finally, the reduction in redundancy means there are fewer populations distributed across the landscape, making the species more susceptible to extinction due to unpredictable events or localized extirpations.",TRUE,NA,"66SpeciesStatusAssessmentURLshttps://ecos.fws.gov/ServCat/DownloadFile/165011","Ann Marie",66,"Insecta","Nicrophorus americanus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/165011","Mentioned many likely threats (all marked true), but decrease in prey and habitat modification were the major things",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"34",483,3394,"Insecta","Callophrys mossii bayensis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/956.pdf","The text identifies several threats to the San Bruno elfin butterfly (Callophrys mossii bayensis), which can be summarized as follows:

1. **Habitat Destruction due to Private Development**: Initially considered the primary threat at the time of listing, the concern for habitat destruction has lessened somewhat due to most habitat now being on publicly protected lands. However, development remains a threat where habitat is privately owned.

2. **Habitat Degradation due to Public Infrastructure Projects**: Described as the most serious threat in the previous status review, the implication being that various construction or maintenance projects for public utilities or amenities could damage or destroy the butterfly's habitat.

3. **Habitat Loss due to Succession**: Natural ecological successions could lead to the habitat becoming unsuitable for the butterflies if the specific conditions they thrive in are altered.

4. **Poaching**: The illegal collection or harm to the butterflies could directly reduce their populations.

5. **Parasitism and Predation of Larvae**: Natural processes of parasitism and predation could impact larval survival rates and thus the population size.

6. **Small Population Size**: Having a small population can make the species more vulnerable to extinction due to genetic, environmental, and demographic stochasticities.

7. **Native and Exotic Plant Invasions**: The incursion of invasive plant species could alter the habitat's ecological balance, potentially making it less hospitable for the butterfly and its host plants.

8. **Climate Change**: Expected to have complex impacts on the butterfly's habitat, affecting the availability and condition of host and nectar plants, and may also alter the behavior and distribution of parasitoids and predators.

9. **Pesticide Use**: The application of pesticides could directly harm the butterflies or indirectly affect them by damaging their food sources or habitat.

10. **Accidental Damage During Population Monitoring**: The very efforts to monitor and protect the species could inadvertently damage the habitat and the species, suggesting a need for careful planning and execution of conservation activities.

The identified threats represent a combination of direct human impacts (such as habitat destruction and pesticide use), natural ecological processes (like parasitism, predation, and succession), and broader environmental challenges (including climate change and invasive species). Addressing these threats requires a multi-faceted approach that encompasses habitat preservation and management, monitoring and research, and potentially mitigation measures for climate change and invasive species.",TRUE,NA,"3394ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/956.pdf","Ann Marie",3394,"Insecta","Callophrys mossii bayensis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/956.pdf","**How are pesticides categorized? Marked """"pollution"""" for now; """"poaching"""" mentioned as threat, so marked """"biological resource use""""",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"35",492,8535,"Insecta","Glaucopsyche lygdamus palosverdesensis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/986.pdf","Based on the provided text, the identified threats for Glaucopsyche lygdamus palosverdesensis, commonly known as the Palos Verdes Blue Butterfly, include:

1. **Habitat Destruction and Modification:** The primary threat cited is habitat destruction through residential and commercial development. Historical land use for grazing and agriculture, as well as residential and urban development, significantly reduced the butterfly's range. Modification of habitat through weed control practices and invasion by non-native weeds are also threats to the butterfly's habitat.

2. **Lack of Regulatory Protection for Insects under Certain Laws:** The butterfly is not protected under the California Endangered Species Act (CESA) as this act does not cover insects. While the California Environmental Quality Act (CEQA) and the Natural Communities Conservation Planning (NCCP) Act can provide some level of habitat consideration, these measures are not specifically mandated to protect insects like the Palos Verdes Blue Butterfly.

3. **Predation and Disease:** There is a concern about potential predation by earwigs on larval and egg stages of the butterfly during restoration efforts, although this is not currently considered a significant threat. The text does not indicate disease as a current major threat but acknowledges that neither disease nor predation is known to have substantial impacts at the time of review.

4. **Insufficient Recovery Measures in Existing Habitat:** Current habitats require management to control the spread of non-native weeds. There is mention of successful weed management programs but also an indication that historically impacted habitat will need restoration and planting of host plants for future recovery efforts.

5. **Potential Threats from Future Development:** Although measures have been taken to minimize the impact of development on known butterfly habitats, there is an acknowledgment that new development proposals could pose a threat, especially in areas not currently designated for conservation.

6. **Limited Habitat Availability for Reintroduction Efforts:** While there are large tracts of undeveloped land within the historical distribution of the butterfly that could potentially support its reintroduction following habitat restoration, the availability and suitability of these lands are contingent upon conservation efforts and plans that may or may not fully materialize.

7. **Limited Dispersal Ability of Adults:** Initial studies suggest that the butterfly's adults, especially females, may be relatively poor dispersers, which could impact the butterfly's ability to recolonize areas and maintain genetic diversity across patches of suitable habitat.

The ongoing conservation efforts, such as the captive breeding program and habitat restoration, are vital steps toward mitigating these threats. Furthermore, the development of conservation plans like the NCCP/HCP in Rancho Palos Verdes and habitat management within the Defense Fuel Support area are critical to ensuring the long-term survival and recovery of the Palos Verdes Blue Butterfly.",TRUE,NA,"8535ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/986.pdf","Vaughn",8535,"Insecta","Glaucopsyche lygdamus palosverdesensis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/986.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
